id	Üst Kategori	Alt Kategori 1	Alt Kategori 2	Ürün Grubu (Leaf)	Komisyon % (KDV Dahil)	Pazarlama Hizmet Bedeli %	Pazaryeri Hizmet Bedeli %	Hakediş Süresi (Gün)
n11-188	Erkek Giyim & Aksesuar	İç Giyim	Erkek Fantezi Giyim	Erkek Fantezi İç Çamaşırı Takımları	20.34%	%1	%0.67	24
n11-189	Erkek Giyim & Aksesuar	İç Giyim	Erkek Fantezi Giyim	Erkek Fantezi Kostüm	20.34%	%1	%0.67	24
n11-190	Erkek Giyim & Aksesuar	İç Giyim	Erkek Slip	Erkek Slip	20.34%	%1	%0.67	24
n11-191	Erkek Giyim & Aksesuar	İç Giyim	Erkek Külot	Erkek Külot	20.34%	%1	%0.67	24
n11-192	Erkek Giyim & Aksesuar	İç Giyim	Erkek Pijama & Sabahlık	Erkek Pijama Takımı	20.34%	%1	%0.67	24
n11-193	Erkek Giyim & Aksesuar	İç Giyim	Erkek Pijama & Sabahlık	Erkek Pijama Altı	20.34%	%1	%0.67	24
n11-194	Erkek Giyim & Aksesuar	İç Giyim	Erkek Pijama & Sabahlık	Erkek Pijama Üstü	20.34%	%1	%0.67	24
n11-195	Erkek Giyim & Aksesuar	İç Giyim	Erkek Pijama & Sabahlık	Erkek Sabahlık & Ropdöşambır	20.34%	%1	%0.67	24
n11-196	Erkek Giyim & Aksesuar	Kazak & Hırka	Erkek Hırka	Erkek Hırka	20.34%	%1	%0.67	24
n11-197	Erkek Giyim & Aksesuar	Kazak & Hırka	Erkek Kazak	Erkek Kazak	20.34%	%1	%0.67	24
n11-198	Erkek Giyim & Aksesuar	Kazak & Hırka	Erkek Yelek & Süveter	Erkek Yelek & Süveter	20.34%	%1	%0.67	24
n11-199	Erkek Giyim & Aksesuar	Pantolon & Şort	Erkek Pantolon	Erkek Pantolon	20.34%	%1	%0.67	24
n11-200	Erkek Giyim & Aksesuar	Pantolon & Şort	Erkek Şort	Erkek Şort	20.34%	%1	%0.67	24
n11-201	Erkek Giyim & Aksesuar	Pantolon & Şort	Erkek Jean	Erkek Jean	20.34%	%1	%0.67	24
n11-202	Erkek Giyim & Aksesuar	Smokin & Damatlık	Smokin & Damatlık	Smokin & Damatlık	20.34%	%1	%0.67	24
n11-203	Erkek Giyim & Aksesuar	Takım Elbise	Takım Elbise	Takım Elbise	20.34%	%1	%0.67	24
n11-204	Kadın Giyim & Aksesuar	Abiye Elbise	Abiye Elbise	Abiye Elbise	20.34%	%1	%0.67	24
n11-205	Kadın Giyim & Aksesuar	Bluz	Bluz	Bluz	20.34%	%1	%0.67	24
n11-206	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Abiye Elbise	Kadın Büyük Beden Abiye Elbise	20.34%	%1	%0.67	24
n11-207	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Ceket	Kadın Büyük Beden Ceket	20.34%	%1	%0.67	24
n11-208	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Elbise	Kadın Büyük Beden Elbise	20.34%	%1	%0.67	24
n11-209	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Etek	Kadın Büyük Beden Etek	20.34%	%1	%0.67	24
n11-210	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Eşofman Takımı	Kadın Büyük Beden Eşofman Takımı	20.34%	%1	%0.67	24
n11-211	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Gömlek	Kadın Büyük Beden Gömlek	20.34%	%1	%0.67	24
n11-212	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Mont & Kaban	Kadın Büyük Beden Mont & Kaban	20.34%	%1	%0.67	24
n11-213	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Pantolon	Kadın Büyük Beden Pantolon	20.34%	%1	%0.67	24
n11-214	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Tişört	Kadın Büyük Beden Tişört	20.34%	%1	%0.67	24
n11-215	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Kazak	Kadın Büyük Beden Kazak	20.34%	%1	%0.67	24
n11-216	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Şort	Kadın Büyük Beden Şort	20.34%	%1	%0.67	24
n11-217	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Bluz	Kadın Büyük Beden Bluz	20.34%	%1	%0.67	24
n11-218	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Hırka	Kadın Büyük Beden Hırka	20.34%	%1	%0.67	24
n11-219	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Sweatshirt	Kadın Büyük Beden Sweatshirt	20.34%	%1	%0.67	24
n11-220	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Tunik	Kadın Büyük Beden Tunik	20.34%	%1	%0.67	24
n11-221	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Tayt	Kadın Büyük Beden Tayt	20.34%	%1	%0.67	24
n11-222	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Eşofman Altı	Kadın Büyük Beden Eşofman Altı	20.34%	%1	%0.67	24
n11-223	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Yelek	Kadın Büyük Beden Yelek	20.34%	%1	%0.67	24
n11-224	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Trençkot	Kadın Büyük Beden Trençkot	20.34%	%1	%0.67	24
n11-225	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Abiye Takım	Kadın Büyük Beden Abiye Takım	20.34%	%1	%0.67	24
n11-226	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Mayo	Kadın Büyük Beden Mayo	20.34%	%1	%0.67	24
n11-227	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Tulum	Kadın Büyük Beden Tulum	20.34%	%1	%0.67	24
n11-228	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Pijama	Kadın Büyük Beden Pijama Takımı	20.34%	%1	%0.67	24
n11-229	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Pijama	Kadın Büyük Beden Pijama Üstü	20.34%	%1	%0.67	24
n11-230	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden Pijama	Kadın Büyük Beden Pijama Altı	20.34%	%1	%0.67	24
n11-231	Kadın Giyim & Aksesuar	Büyük Beden	Kadın Büyük Beden İkili Takım	Kadın Büyük Beden İkili Takım	20.34%	%1	%0.67	24
n11-232	Kadın Giyim & Aksesuar	Crop Top	Crop Top	Crop Top	20.34%	%1	%0.67	24
n11-233	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Trençkot & Pardesü	Kadın Trençkot & Pardesü	20.34%	%1	%0.67	24
n11-234	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Yelek	Kadın Yelek	20.34%	%1	%0.67	24
n11-235	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Mont	20.34%	%1	%0.67	24
n11-236	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Kaban	20.34%	%1	%0.67	24
n11-237	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Palto	20.34%	%1	%0.67	24
n11-238	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Parka	20.34%	%1	%0.67	24
n11-239	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Panço	20.34%	%1	%0.67	24
n11-240	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Mont & Kaban	Kadın Deri Mont & Ceket	20.34%	%1	%0.67	24
n11-241	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Ceket	Kadın Ceket	20.34%	%1	%0.67	24
n11-242	Kadın Giyim & Aksesuar	Dış Giyim	Kadın Yağmurluk & Rüzgarlık	Kadın Yağmurluk & Rüzgarlık	20.34%	%1	%0.67	24
n11-243	Kadın Giyim & Aksesuar	Elbise	Elbise	Elbise	20.34%	%1	%0.67	24
n11-244	Kadın Giyim & Aksesuar	Etek	Midi Etek	Midi Etek	20.34%	%1	%0.67	24
n11-245	Kadın Giyim & Aksesuar	Etek	Mini Etek	Mini Etek	20.34%	%1	%0.67	24
n11-246	Kadın Giyim & Aksesuar	Etek	Maxi Etek	Maxi Etek	20.34%	%1	%0.67	24
n11-247	Kadın Giyim & Aksesuar	Gelinlik	Gelinlik	Gelinlik	20.34%	%1	%0.67	24
n11-248	Kadın Giyim & Aksesuar	İç Giyim	Kadın Atlet & Body	Kadın Atlet & Body	20.34%	%1	%0.67	24
n11-249	Kadın Giyim & Aksesuar	İç Giyim	Babydoll	Babydoll	20.34%	%1	%0.67	24
n11-250	Kadın Giyim & Aksesuar	İç Giyim	Kombinezon	Kombinezon	20.34%	%1	%0.67	24
n11-251	Kadın Giyim & Aksesuar	İç Giyim	Kadın Korse	Kadın Korse	20.34%	%1	%0.67	24
n11-252	Kadın Giyim & Aksesuar	İç Giyim	Kadın Külot	Kadın Külot	20.34%	%1	%0.67	24
n11-253	Kadın Giyim & Aksesuar	İç Giyim	Sütyen	Sütyen	20.34%	%1	%0.67	24
n11-254	Kadın Giyim & Aksesuar	İç Giyim	İç Çamaşırı Takımları	İç Çamaşırı Takımları	20.34%	%1	%0.67	24
n11-255	Kadın Giyim & Aksesuar	İç Giyim	Kadın İçlik & Termal İç Giyim	Kadın İçlik & Termal İç Giyim	20.34%	%1	%0.67	24
n11-256	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Aksesuar	20.34%	%1	%0.67	24
n11-257	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Elbise & Kostüm	20.34%	%1	%0.67	24
n11-258	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi İç Çamaşırı Takımları	20.34%	%1	%0.67	24
n11-259	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Çorap & Vücut Çorabı	20.34%	%1	%0.67	24
n11-260	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Babydoll	20.34%	%1	%0.67	24
n11-261	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Jartiyer	20.34%	%1	%0.67	24
n11-262	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Külot	20.34%	%1	%0.67	24
n11-263	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi String	20.34%	%1	%0.67	24
n11-264	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Sütyen	20.34%	%1	%0.67	24
n11-265	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Kombinezon	20.34%	%1	%0.67	24
n11-266	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Kadın Fantezi Slip	20.34%	%1	%0.67	24
n11-267	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Sabahlık	20.34%	%1	%0.67	24
n11-268	Kadın Giyim & Aksesuar	İç Giyim	Fantezi Giyim	Fantezi Gecelik	20.34%	%1	%0.67	24
n11-269	Kadın Giyim & Aksesuar	İç Giyim	Gecelik & Sabahlık	Gecelik	20.34%	%1	%0.67	24
n11-270	Kadın Giyim & Aksesuar	İç Giyim	Gecelik & Sabahlık	Kadın Sabahlık	20.34%	%1	%0.67	24
n11-271	Kadın Giyim & Aksesuar	İç Giyim	Gecelik & Sabahlık	Gecelik Takımı	20.34%	%1	%0.67	24
n11-272	Kadın Giyim & Aksesuar	İç Giyim	Kadın Pijama	Kadın Pijama Takımı	20.34%	%1	%0.67	24
n11-273	Kadın Giyim & Aksesuar	İç Giyim	Kadın Pijama	Kadın Pijama Altı	20.34%	%1	%0.67	24
n11-274	Kadın Giyim & Aksesuar	İç Giyim	Kadın Pijama	Kadın Pijama Üstü	20.34%	%1	%0.67	24
n11-275	Kadın Giyim & Aksesuar	İç Giyim	String	String	20.34%	%1	%0.67	24
n11-276	Kadın Giyim & Aksesuar	İç Giyim	Büstiyer	Büstiyer	20.34%	%1	%0.67	24
n11-277	Kadın Giyim & Aksesuar	İç Giyim	Jartiyer	Jartiyer	20.34%	%1	%0.67	24
n11-278	Kadın Giyim & Aksesuar	İç Giyim	Kadın İç Giyim Aksesuarları	Uyku Bandı	20.34%	%1	%0.67	24
n11-279	Kadın Giyim & Aksesuar	İç Giyim	Kadın İç Giyim Aksesuarları	Sütyen Askısı	20.34%	%1	%0.67	24
n11-280	Kadın Giyim & Aksesuar	İç Giyim	Kadın İç Giyim Aksesuarları	Göğüs Ucu Bandı	20.34%	%1	%0.67	24
n11-281	Kadın Giyim & Aksesuar	Kadın Aksesuar	Fular & Şal	Fular & Şal	20.34%	%1	%0.67	24
n11-282	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şemsiye	Kadın Şemsiye	20.34%	%1	%0.67	24
n11-283	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Çorap	Kadın Çorap	20.34%	%1	%0.67	24
n11-284	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Şapka	20.34%	%1	%0.67	24
n11-285	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Bere	20.34%	%1	%0.67	24
n11-286	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Eldiven	20.34%	%1	%0.67	24
n11-287	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Atkı	20.34%	%1	%0.67	24
n11-288	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Boyunluk	20.34%	%1	%0.67	24
n11-289	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Şapka & Bere & Eldiven	Kadın Atkı, Bere, Eldiven Takımı	20.34%	%1	%0.67	24
n11-290	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Kemer & Pantolon Askısı	Kadın Kemer	20%	%1	%0.67	24
n11-291	Kadın Giyim & Aksesuar	Kadın Aksesuar	Kadın Kemer & Pantolon Askısı	Kadın Pantolon Askısı	20%	%1	%0.67	24
n11-292	Kadın Giyim & Aksesuar	Kadın Alt-Üst Takım	Kadın Alt-Üst Takım	Kadın Alt-Üst Takım	20.34%	%1	%0.67	24
n11-293	Kadın Giyim & Aksesuar	Kadın Body	Kadın Body	Kadın Body	20.34%	%1	%0.67	24
n11-294	Kadın Giyim & Aksesuar	Kadın Eşofman & Sweatshirt	Kadın Eşofman Altı	Kadın Eşofman Altı	20.34%	%1	%0.67	24
n11-295	Kadın Giyim & Aksesuar	Kadın Eşofman & Sweatshirt	Kadın Eşofman Takımı	Kadın Eşofman Takımı	20.34%	%1	%0.67	24
n11-296	Kadın Giyim & Aksesuar	Kadın Eşofman & Sweatshirt	Kadın Sweatshirt	Kadın Sweatshirt	20.34%	%1	%0.67	24
n11-297	Kadın Giyim & Aksesuar	Kadın Gömlek	Kadın Gömlek	Kadın Gömlek	20.34%	%1	%0.67	24
n11-298	Kadın Giyim & Aksesuar	Kadın Hırka	Kadın Hırka	Kadın Hırka	20.34%	%1	%0.67	24
n11-299	Kadın Giyim & Aksesuar	Kadın Jean	Kadın Jean	Kadın Jean	20.34%	%1	%0.67	24
n11-300	Kadın Giyim & Aksesuar	Kadın Kazak	Kadın Kazak	Kadın Kazak	20.34%	%1	%0.67	24
n11-301	Kadın Giyim & Aksesuar	Kadın Pantolon	Kadın Pantolon	Kadın Pantolon	20.34%	%1	%0.67	24
n11-302	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Mayo	Kadın Mayo	20.34%	%1	%0.67	24
n11-303	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Mayokini & Tankini	Mayokini & Tankini	20.34%	%1	%0.67	24
n11-304	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Bikini	Bikini Takımı	20.34%	%1	%0.67	24
n11-305	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Bikini	Bikini Üstü	20.34%	%1	%0.67	24
n11-306	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Bikini	Bikini Altı	20.34%	%1	%0.67	24
n11-307	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Bikini	Yüksek Bel Bikini Takımı	20.34%	%1	%0.67	24
n11-308	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Pareo & Kimono & Kaftan	Pareo	20.34%	%1	%0.67	24
n11-309	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Pareo & Kimono & Kaftan	Kaftan	20.34%	%1	%0.67	24
n11-310	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Pareo & Kimono & Kaftan	Kimono	20.34%	%1	%0.67	24
n11-311	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Pareo & Kimono & Kaftan	Plaj Elbisesi	20.34%	%1	%0.67	24
n11-312	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Pareo & Kimono & Kaftan	Plaj Pantolonu	20.34%	%1	%0.67	24
n11-313	Kadın Giyim & Aksesuar	Kadın Plaj Giyim	Kadın Deniz Şortu	Kadın Deniz Şortu	20.34%	%1	%0.67	24
n11-314	Kadın Giyim & Aksesuar	Kadın Şort	Kadın Şort	Kadın Şort	20.34%	%1	%0.67	24
n11-315	Kadın Giyim & Aksesuar	Kadın Süveter	Kadın Süveter	Kadın Süveter	20.34%	%1	%0.67	24
n11-316	Kadın Giyim & Aksesuar	Kadın Tişört	Kadın Tişört	Kadın Tişört	20.34%	%1	%0.67	24
n11-317	Kadın Giyim & Aksesuar	Kadın Tulum	Kadın Tulum	Kadın Tulum	20.34%	%1	%0.67	24
n11-318	Kadın Giyim & Aksesuar	Nikah Elbisesi	Nikah Elbisesi	Nikah Elbisesi	20.34%	%1	%0.67	24
n11-319	Kadın Giyim & Aksesuar	Tayt	Tayt	Tayt	20.34%	%1	%0.67	24
n11-320	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Alt-Üst Takım	Tesettür Alt-Üst Takım	20.34%	%1	%0.67	24
n11-321	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Tunik	Tesettür Tunik	20.34%	%1	%0.67	24
n11-322	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Elbise	Tesettür Elbise	20.34%	%1	%0.67	24
n11-323	Kadın Giyim & Aksesuar	Tesettür Giyim	Kap & Ferace	Kap & Ferace	20.34%	%1	%0.67	24
n11-324	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mont & Kaban	Tesettür Mont	20.34%	%1	%0.67	24
n11-325	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mont & Kaban	Tesettür Kaban	20.34%	%1	%0.67	24
n11-326	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mont & Kaban	Tesettür Pardesü	20.34%	%1	%0.67	24
n11-327	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mont & Kaban	Tesettür Yağmurluk	20.34%	%1	%0.67	24
n11-328	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mont & Kaban	Tesettür Trençkot	20.34%	%1	%0.67	24
n11-329	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Eşofman Takımı	Tesettür Eşofman Takımı	20.34%	%1	%0.67	24
n11-330	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Sweatshirt	Tesettür Sweatshirt	20.34%	%1	%0.67	24
n11-331	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Etek	Tesettür Etek	20.34%	%1	%0.67	24
n11-332	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Pantolon	Tesettür Pantolon	20.34%	%1	%0.67	24
n11-333	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Hırka	Tesettür Hırka	20.34%	%1	%0.67	24
n11-334	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Yelek	Tesettür Yelek	20.34%	%1	%0.67	24
n11-335	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Ceket	Tesettür Ceket	20.34%	%1	%0.67	24
n11-336	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Tulum	Tesettür Tulum	20.34%	%1	%0.67	24
n11-337	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Abiye	Tesettür Abiye	20.34%	%1	%0.67	24
n11-338	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Gömlek	Tesettür Gömlek	20.34%	%1	%0.67	24
n11-339	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Süveter	Tesettür Süveter	20.34%	%1	%0.67	24
n11-340	Kadın Giyim & Aksesuar	Tesettür Giyim	Eşarp & Şal	Eşarp & Şal	20.34%	%1	%0.67	24
n11-341	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Bone	Tesettür Bone	20.34%	%1	%0.67	24
n11-342	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Bluz	Tesettür Bluz	20.34%	%1	%0.67	24
n11-343	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Eşofman Altı	Tesettür Eşofman Altı	20.34%	%1	%0.67	24
n11-344	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Salopet	Tesettür Salopet	20.34%	%1	%0.67	24
n11-345	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Kimono	Tesettür Kimono	20.34%	%1	%0.67	24
n11-346	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Pareo	Tesettür Pareo	20.34%	%1	%0.67	24
n11-347	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Kazak	Tesettür Kazak	20.34%	%1	%0.67	24
n11-348	Kadın Giyim & Aksesuar	Tesettür Giyim	Tesettür Mayo	Tesettür Mayo	20.34%	%1	%0.67	24
n11-349	Kadın Giyim & Aksesuar	Tesettür Giyim	Namaz Elbisesi	Namaz Elbisesi	20.34%	%1	%0.67	24
n11-350	Aksesuar & Tuning	Ayna	Dış Ayna	Dış Ayna	14%	%1	%0.67	20
n11-351	Aksesuar & Tuning	Ayna	İç Ayna	İç Ayna	14%	%1	%0.67	20
n11-352	Aksesuar & Tuning	Krom Aksesuar	Ayna Kapağı	Ayna Kapağı	14%	%1	%0.67	20
n11-353	Aksesuar & Tuning	Krom Aksesuar	Bagaj Çıtası	Bagaj Çıtası	14%	%1	%0.67	20
n11-354	Aksesuar & Tuning	Krom Aksesuar	Diğer Krom Aksesuar	Diğer Krom Aksesuar	14%	%1	%0.67	20
n11-355	Aksesuar & Tuning	Krom Aksesuar	Kapı Eşiği	Kapı Eşiği	14%	%1	%0.67	20
n11-356	Aksesuar & Tuning	Krom Aksesuar	Kapı Kolu	Kapı Kolu	14%	%1	%0.67	20
n11-357	Aksesuar & Tuning	Krom Aksesuar	Kapı Çıtası	Kapı Çıtası	14%	%1	%0.67	20
n11-358	Aksesuar & Tuning	Oto Bakım	Bez & Havlu	Bez & Havlu	14%	%1	%0.67	20
n11-359	Aksesuar & Tuning	Oto Bakım	Boya & Parlatıcı	Boya	14%	%1	%0.67	20
n11-360	Aksesuar & Tuning	Oto Bakım	Boya & Parlatıcı	Rötüş Boyası	14%	%1	%0.67	20
n11-361	Aksesuar & Tuning	Oto Bakım	Böcek, Zift, Reçine	Böcek, Zift, Reçine	14%	%1	%0.67	20
n11-362	Aksesuar & Tuning	Oto Bakım	Cam Temizleyici & Koruyucu	Cam Temizleyici & Koruyucu	14%	%1	%0.67	20
n11-363	Aksesuar & Tuning	Oto Bakım	Fren Bakım Spreyleri	Fren Bakım Spreyleri	14%	%1	%0.67	20
n11-364	Aksesuar & Tuning	Oto Bakım	Klima	Klima	14%	%1	%0.67	20
n11-365	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Buğu Giderici	14%	%1	%0.67	20
n11-366	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Buz Kazıyıcı	14%	%1	%0.67	20
n11-367	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Antifriz	14%	%1	%0.67	20
n11-368	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Cam Suyu	14%	%1	%0.67	20
n11-369	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Diğer Kışlık Ürünler	14%	%1	%0.67	20
n11-370	Aksesuar & Tuning	Oto Bakım	Kışlık Ürünler	Lastik Zinciri	14%	%1	%0.67	20
n11-371	Aksesuar & Tuning	Oto Bakım	Motor Temizleme & Koruma	Yakıt Tasarruf Ürünleri	14%	%1	%0.67	20
n11-372	Aksesuar & Tuning	Oto Bakım	Motor Temizleme & Koruma	Yakıt Katkısı	14%	%1	%0.67	20
n11-373	Aksesuar & Tuning	Oto Bakım	Motor Temizleme & Koruma	Motor Yağ Katkısı	14%	%1	%0.67	20
n11-374	Aksesuar & Tuning	Oto Bakım	Motor Temizleme & Koruma	Motor Temizleyici	14%	%1	%0.67	20
n11-375	Aksesuar & Tuning	Oto Bakım	Oto Kokuları	Oto Kokuları	14%	%1	%0.67	20
n11-376	Aksesuar & Tuning	Oto Bakım	Pasta & Cila	Oto Cila & Parlatıcı	14%	%1	%0.67	20
n11-377	Aksesuar & Tuning	Oto Bakım	Pasta & Cila	Pasta	14%	%1	%0.67	20
n11-378	Aksesuar & Tuning	Oto Bakım	Radyatör	Radyatör	14%	%1	%0.67	20
n11-379	Aksesuar & Tuning	Oto Bakım	Set Ürünler	Set Ürünler	14%	%1	%0.67	20
n11-380	Aksesuar & Tuning	Oto Bakım	Süpürge & Yıkama Makineleri	Süpürge & Yıkama Makineleri	14%	%1	%0.67	20
n11-381	Aksesuar & Tuning	Oto Bakım	Tampon Bakım	Tampon Bakım	14%	%1	%0.67	20
n11-382	Aksesuar & Tuning	Oto Bakım	İç Temizlik & Koruma & Bakım	İç Temizlik & Koruma & Bakım	14%	%1	%0.67	20
n11-383	Aksesuar & Tuning	Oto Bakım	Oto Şampuan	Oto Şampuan	14%	%1	%0.67	20
n11-384	Aksesuar & Tuning	Oto Cam & Aksesuar	Cam Filmi	Cam Filmi	14%	%1	%0.67	20
n11-385	Aksesuar & Tuning	Oto Cam & Aksesuar	Cam Yazıları	Cam Yazıları	14%	%1	%0.67	20
n11-386	Aksesuar & Tuning	Oto Cam & Aksesuar	Güneşlik	Güneşlik	14%	%1	%0.67	20
n11-387	Aksesuar & Tuning	Oto Cam & Aksesuar	Rüzgarlık	Rüzgarlık	14%	%1	%0.67	20
n11-388	Aksesuar & Tuning	Oto Dış Aksesuar	Oto Anahtarlık	Oto Anahtarlık	14%	%1	%0.67	20
n11-389	Aksesuar & Tuning	Oto Dış Aksesuar	Araç Antenleri	Araç Antenleri	14%	%1	%0.67	20
n11-390	Aksesuar & Tuning	Oto Dış Aksesuar	Arma Sticker	Arma Sticker	14%	%1	%0.67	20
n11-391	Aksesuar & Tuning	Oto Dış Aksesuar	Branda	Branda	14%	%1	%0.67	20
n11-392	Aksesuar & Tuning	Oto Dış Aksesuar	Diğer Oto Dış Aksesuar	Diğer Oto Dış Aksesuar	14%	%1	%0.67	20
n11-393	Aksesuar & Tuning	Oto Dış Aksesuar	Fosforlu Bant	Fosforlu Bant	14%	%1	%0.67	20
n11-394	Aksesuar & Tuning	Oto Dış Aksesuar	Kapı Aksesuarları	Kapı Aksesuarları	14%	%1	%0.67	20
